92.5	1.51	-54.44364545333474
4.5	5.01	-62.14877361340091
64.5	4.51	-60.54585012253373
0.5	5.01	-66.1112725539685
88.5	2.01	-58.32242491569771
16.5	2.01	-58.72654286962253
44.5	7.01	-60.619612666583855
8.5	0.01	-41.343843781092474
12.5	8.51	-61.156203147002444
20.5	2.01	-58.63372288560437
60.5	4.01	-60.55268136933418
80.5	4.51	-60.51279181599913
76.5	6.51	-60.52034164563005
40.5	3.01	-60.48421998372058
68.5	0.01	-23.333156968014645
84.5	4.01	-60.502393739112655
56.5	2.51	-59.92330796248544
88.5	8.01	-60.50118153305858
0.5	2.01	-64.44250954120128
44.5	4.01	-60.614951954314876
96.5	6.51	-60.49099663449062
20.5	0.51	-38.679283369145345
60.5	2.51	-59.91190369181665
88.5	0.01	-22.015395221869028
92.5	2.51	-59.8554959793438
88.5	6.01	-60.50118132927969
72.5	2.51	-59.885058057927935
0.5	2.51	-65.61476986581546
8.5	2.51	-60.760255489540015
76.5	3.01	-60.36469296449544
76.5	6.01	-60.52034145018992
16.5	4.01	-60.98241462250975
12.5	4.51	-61.155615762865025
84.5	7.01	-60.50697884922084
0.5	8.01	-66.11131192987932
56.5	9.01	-60.56969111234502
0.5	8.51	-66.11131192987948
32.5	0.01	-28.30416760645808
44.5	0.01	-25.995375292521757
24.5	7.51	-60.80295750248462
60.5	9.51	-60.55730105861852
96.5	1.51	-54.44016192478789
20.5	3.51	-60.84710882959206
88.5	4.01	-60.49660049118283
72.5	8.51	-60.528096622278376
32.5	4.01	-60.699440739705054
60.5	7.01	-60.5573010583126
84.5	5.51	-60.506975216119514
96.5	3.51	-60.46095490447893
72.5	4.51	-60.52755018714608
92.5	9.01	-60.495873986288366
4.5	0.01	-48.44185447850795
8.5	3.51	-61.42339866286144
12.5	7.51	-61.156203146993754
28.5	4.01	-60.742345051645145
4.5	9.51	-62.14883046827114
44.5	7.51	-60.61961266688428
36.5	8.51	-60.670131002234044
84.5	3.51	-60.476863679937985
36.5	5.51	-60.6701272835802
24.5	9.01	-60.80295750249299
64.5	3.01	-60.390167609717835
52.5	9.51	-60.583894973631175
96.5	2.01	-58.31427898112137
4.5	9.01	-62.14883046827114
48.5	8.51	-60.60034281200161
28.5	0.01	-29.362495267985032
4.5	6.51	-62.1488304582143
68.5	7.01	-60.53672939471696
8.5	9.51	-61.45651557908573
72.5	5.51	-60.52809297723266
