7.5	1.96	-58.98293593775139
12.5	2.86	-60.895539189578216
3.5	2.26	-61.17108154323666
19.5	2.41	-60.03560432984253
15.5	2.41	-60.14709718775807
13.5	1.81	-57.61587522696645
13.5	2.71	-60.708169983435724
4.5	0.16	-20.420580187829053
13.5	0.91	-46.34716836762533
17.5	2.26	-59.693809115201134
13.5	1.21	-51.07563640137469
1.5	1.51	-58.00314845698894
5.5	2.41	-60.98805180439989
4.5	2.56	-61.52490712916284
8.5	0.61	-41.29488895307357
18.5	0.61	-40.92019183754172
0.5	2.41	-65.46898717878969
15.5	2.71	-60.62741241372703
5.5	0.61	-41.65530591294239
17.5	0.76	-43.68198056593837
13.5	0.61	-41.04008783592064
8.5	0.31	-30.45600366208067
11.5	0.76	-43.870002198443004
2.5	2.26	-61.71373920550944
13.5	2.26	-59.829975933874124
7.5	2.71	-61.16303706440583
0.5	2.86	-65.92218688668154
16.5	2.11	-59.184601509285585
18.5	0.01	-33.21958409124852
11.5	0.01	-38.04652172450915
12.5	0.76	-43.82653837594943
6.5	0.61	-41.50031899319811
17.5	1.96	-58.43638828089171
14.5	1.21	-51.039396565987275
11.5	2.11	-59.386833825619064
3.5	2.56	-61.87159464692299
1.5	1.06	-52.01555775749563
11.5	1.96	-58.65989361042292
14.5	0.16	-19.057573853697228
2.5	1.21	-53.04346599389548
6.5	2.41	-60.80766560940159
7.5	1.81	-58.02708855513862
5.5	1.81	-58.335990134193196
2.5	0.91	-48.25358739996123
5.5	1.36	-53.84931379190475
4.5	1.06	-49.75365452247816
0.5	1.06	-56.1046646094012
14.5	2.41	-60.183660563042395
4.5	1.51	-55.87451417561668
5.5	1.06	-49.50469270702759
9.5	0.16	-19.390580255629562
9.5	2.11	-59.52058720494945
2.5	0.76	-45.602469774549995
5.5	1.66	-57.12239974331967
10.5	0.16	-19.29903049368624
19.5	2.26	-59.64526350916326
6.5	0.76	-44.27570792443777
8.5	2.71	-61.04955015620112
16.5	0.16	-18.980531974454266
10.5	1.96	-58.71948537500843
18.5	1.96	-58.412446013860105
6.5	2.26	-60.402982217194506
16.5	1.36	-53.03430561651667
3.5	2.41	-61.57792419023007
17.5	0.91	-46.23282612519693
18.5	0.46	-37.29098634483253
8.5	2.56	-60.84580331814228
13.5	0.76	-43.78931897562599
2.5	1.36	-55.07984784392118
7.5	1.21	-51.48164699997744
16.5	1.06	-48.69803953969448
8.5	0.91	-46.63338937170096
4.5	1.21	-52.04605730767517
7.5	1.36	-53.53669714252554
4.5	0.76	-44.668876161137206
8.5	0.16	-19.503118326354837
1.5	0.01	-58.96953292899542
18.5	0.16	-18.920178282003636
17.5	0.31	-29.949002806842444
11.5	1.36	-53.221313670380354
11.5	1.21	-51.16611973473634
